FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,FFT_W,MIN_FREQ,MAX_FREQ,J,LEFT_CHANNEL,RIGHT_CHANNEL
LA0020090601-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2515.43589155056,NA 
LA0020090601-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2380.26645899777,NA 
LA0020090601-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2167.02786059139,NA 
LA0020090601-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2348.39701671163,NA 
LA0020090601-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2362.9852399524,NA 
LA0020090602-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1916.86412284551,NA 
LA0020090602-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1917.66888284577,NA 
LA0020090602-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1944.95652799512,NA 
LA0020090602-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1853.72959714398,NA 
LA0020090602-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1855.07920415391,NA 
LA0020090603-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1910.08785196548,NA 
LA0020090603-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1944.81580068167,NA 
LA0020090603-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1898.16023612371,NA 
LA0020090603-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1884.06531661176,NA 
LA0020090603-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1920.11427751267,NA 
LA0020090604-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1899.16711461992,NA 
LA0020090604-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1901.29691180981,NA 
LA0020090604-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1877.19533702942,NA 
LA0020090604-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1930.66111618421,NA 
LA0020090605-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1900.83778099086,NA 
LA0020090605-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1923.21247162405,NA 
LA0020090605-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1844.80726606947,NA 
LA0020090605-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1877.30127330618,NA 
LA0020090605-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1961.11280645147,NA 
LA0020090606-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1930.44886365398,NA 
LA0020090606-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1992.64687477163,NA 
LA0020090606-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1872.10813701627,NA 
LA0020090606-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1878.76814481634,NA 
LA0020090606-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1931.21397638149,NA 
LA0020090607-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2025.31772454182,NA 
LA0020090607-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2072.2353762075,NA 
LA0020090607-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2069.3922248165,NA 
LA0020090607-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1959.00381849236,NA 
LA0020090607-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1920.12077610798,NA 
LA0020090608-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1965.19007630418,NA 
LA0020090608-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1924.20383212662,NA 
LA0020090608-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1929.11796993845,NA 
LA0020090608-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1849.61109619099,NA 
LA0020090608-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1898.58258506075,NA 
LA0020090611-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1941.87846784939,NA 
LA0020090611-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2083.43033635993,NA 
LA0020090611-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1939.81266956495,NA 
LA0020090611-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1902.45920334143,NA 
LA0020090611-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1945.27154894356,NA 
LA0020090612-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1911.33244008876,NA 
LA0020090612-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1951.85991645666,NA 
LA0020090612-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1951.83847513652,NA 
LA0020090612-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1944.78310345788,NA 
LA0020090612-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1964.06286402867,NA 
LA0020090613-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1910.51977392194,NA 
LA0020090613-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1942.96440281275,NA 
LA0020090613-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1926.75550781612,NA 
LA0020090613-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1880.19994770993,NA 
LA0020090613-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1905.06231684903,NA 
LA0020090614-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2076.41745777459,NA 
LA0020090614-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2113.76616275121,NA 
LA0020090614-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1945.40051197885,NA 
LA0020090614-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1991.7255891384,NA 
LA0020090614-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1983.06949441266,NA 
LA0020090615-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1901.45749503211,NA 
LA0020090615-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1907.21323426945,NA 
LA0020090615-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1888.71391806241,NA 
LA0020090615-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1879.82480273045,NA 
LA0020090615-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1852.89977035184,NA 
LA0020090616-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1939.80656606125,NA 
LA0020090616-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1887.05363255866,NA 
LA0020090616-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1889.57298790764,NA 
LA0020090616-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1926.44795266075,NA 
LA0020090616-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1933.20994550984,NA 
LA0020090617-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1954.88667427673,NA 
LA0020090617-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1899.78821923834,NA 
LA0020090617-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1955.54666333596,NA 
LA0020090617-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1903.48249800609,NA 
LA0020090617-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1953.69784575947,NA 
LA0020090618-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1935.50400346611,NA 
LA0020090618-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1933.82033968444,NA 
LA0020090618-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1898.46521934226,NA 
LA0020090618-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1968.59373663808,NA 
LA0020090618-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1892.2169568955,NA 
LA0020090619-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1903.61995769719,NA 
LA0020090619-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1864.67618843199,NA 
LA0020090619-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1904.08643259955,NA 
LA0020090619-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1895.49881561201,NA 
LA0020090619-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1923.03938886512,NA 
LA0020090620-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2225.98283083007,NA 
LA0020090620-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2360.21891079782,NA 
LA0020090620-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2192.153389061,NA 
LA0020090620-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2102.929805001,NA 
LA0020090620-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2030.00657242584,NA 
LA0020090621-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1937.64235782401,NA 
LA0020090621-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1924.86784209023,NA 
LA0020090621-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1911.01980675254,NA 
LA0020090621-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,2378.09890166749,NA 
LA0020090621-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1988.94756791798,NA 
LA0020090622-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1912.85841270024,NA 
LA0020090622-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1953.31884109252,NA 
LA0020090622-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1918.2424042494,NA 
LA0020090622-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1924.92617373499,NA 
LA0020090622-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1980.03896186191,NA 
LA0020090623-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1927.34730383754,NA 
LA0020090623-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1978.83466892369,NA 
LA0020090623-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1891.55153473267,NA 
LA0020090623-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1858.9973588012,NA 
LA0020090623-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1872.79729799699,NA 
LA0020090624-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1936.89452015105,NA 
LA0020090624-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1866.10031087774,NA 
LA0020090624-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1872.5516242046,NA 
LA0020090624-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1927.54063074948,NA 
LA0020090624-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1966.90774158413,NA 
LA0020090625-053000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1973.26504656195,NA 
LA0020090625-060000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1950.35615184934,NA 
LA0020090625-063000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1972.14162764696,NA 
LA0020090625-070000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1860.92626795333,NA 
LA0020090625-073000.wav,22050,16,60,1,acoustic_complexity,512,1,NA,5,1916.1195317931,NA 
