FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,MAX_FREQ,DB_THRESHOLD,FREQ_STEPS,LEFT_CHANNEL,RIGHT_CHANNEL
LA0020090601-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.285357,NA 
LA0020090601-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.03431,NA 
LA0020090601-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.294022,NA 
LA0020090601-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.173061,NA 
LA0020090601-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.03555,NA 
LA0020090602-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.346692,NA 
LA0020090602-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.440561,NA 
LA0020090602-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.460265,NA 
LA0020090602-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.551917,NA 
LA0020090602-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.423277,NA 
LA0020090603-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.419673,NA 
LA0020090603-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.545492,NA 
LA0020090603-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.749918,NA 
LA0020090603-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.648798,NA 
LA0020090603-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.680314,NA 
LA0020090604-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.269739,NA 
LA0020090604-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.374782,NA 
LA0020090604-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.592885,NA 
LA0020090604-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.517422,NA 
LA0020090605-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.218252,NA 
LA0020090605-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.348785,NA 
LA0020090605-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.718407,NA 
LA0020090605-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.536103,NA 
LA0020090605-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.612737,NA 
LA0020090606-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.178559,NA 
LA0020090606-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.318228,NA 
LA0020090606-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.393477,NA 
LA0020090606-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.574665,NA 
LA0020090606-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.545109,NA 
LA0020090607-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.215103,NA 
LA0020090607-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.224498,NA 
LA0020090607-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.086441,NA 
LA0020090607-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.426821,NA 
LA0020090607-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.05369,NA 
LA0020090608-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.224265,NA 
LA0020090608-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.419638,NA 
LA0020090608-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.418379,NA 
LA0020090608-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.71103,NA 
LA0020090608-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.560431,NA 
LA0020090611-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.264796,NA 
LA0020090611-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.229382,NA 
LA0020090611-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.15601,NA 
LA0020090611-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.275247,NA 
LA0020090611-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.241769,NA 
LA0020090612-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.194837,NA 
LA0020090612-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.346232,NA 
LA0020090612-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.291342,NA 
LA0020090612-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.506876,NA 
LA0020090612-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.354277,NA 
LA0020090613-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.274338,NA 
LA0020090613-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.433757,NA 
LA0020090613-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.295526,NA 
LA0020090613-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.552616,NA 
LA0020090613-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.220602,NA 
LA0020090614-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.287188,NA 
LA0020090614-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.334902,NA 
LA0020090614-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.359732,NA 
LA0020090614-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.453661,NA 
LA0020090614-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.32481,NA 
LA0020090615-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.452699,NA 
LA0020090615-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.482633,NA 
LA0020090615-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.456228,NA 
LA0020090615-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.576541,NA 
LA0020090615-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.488332,NA 
LA0020090616-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.397985,NA 
LA0020090616-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.144738,NA 
LA0020090616-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.297519,NA 
LA0020090616-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.190868,NA 
LA0020090616-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.123906,NA 
LA0020090617-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.326781,NA 
LA0020090617-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.334367,NA 
LA0020090617-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.438107,NA 
LA0020090617-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.195715,NA 
LA0020090617-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.554849,NA 
LA0020090618-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.299364,NA 
LA0020090618-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.38922,NA 
LA0020090618-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.204896,NA 
LA0020090618-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.426645,NA 
LA0020090618-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.082714,NA 
LA0020090619-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.560265,NA 
LA0020090619-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.753372,NA 
LA0020090619-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.702106,NA 
LA0020090619-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.550856,NA 
LA0020090619-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.386337,NA 
LA0020090620-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.036689,NA 
LA0020090620-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.449972,NA 
LA0020090620-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.296796,NA 
LA0020090620-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.505905,NA 
LA0020090620-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.614481,NA 
LA0020090621-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.270913,NA 
LA0020090621-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.538302,NA 
LA0020090621-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.658538,NA 
LA0020090621-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.314611,NA 
LA0020090621-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.646462,NA 
LA0020090622-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.406425,NA 
LA0020090622-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.164894,NA 
LA0020090622-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.229315,NA 
LA0020090622-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.308465,NA 
LA0020090622-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.329741,NA 
LA0020090623-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.327372,NA 
LA0020090623-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.422299,NA 
LA0020090623-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.188897,NA 
LA0020090623-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.067855,NA 
LA0020090623-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.193707,NA 
LA0020090624-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.113933,NA 
LA0020090624-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.235056,NA 
LA0020090624-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.25114,NA 
LA0020090624-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.431208,NA 
LA0020090624-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.411585,NA 
LA0020090625-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.146214,NA 
LA0020090625-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.341198,NA 
LA0020090625-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.143714,NA 
LA0020090625-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.114484,NA 
LA0020090625-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.270263,NA 
LA0020100601-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.420238,NA 
LA0020100601-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.339192,NA 
LA0020100601-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.281557,NA 
LA0020100601-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.340598,NA 
LA0020100601-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.509937,NA 
LA0020100602-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.098537,NA 
LA0020100602-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.167661,NA 
LA0020100602-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.138571,NA 
LA0020100602-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.132335,NA 
LA0020100602-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.151642,NA 
LA0020100603-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.32839,NA 
LA0020100603-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.142735,NA 
LA0020100603-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.155941,NA 
LA0020100603-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.170352,NA 
LA0020100603-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.236055,NA 
LA0020100604-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.475131,NA 
LA0020100604-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.214176,NA 
LA0020100604-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.115409,NA 
LA0020100604-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.137144,NA 
LA0020100604-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.096797,NA 
LA0020100605-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.374729,NA 
LA0020100605-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.263447,NA 
LA0020100605-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.158294,NA 
LA0020100605-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.376058,NA 
LA0020100605-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.356911,NA 
LA0020100606-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.011888,NA 
LA0020100606-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.026612,NA 
LA0020100606-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.067432,NA 
LA0020100606-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.117332,NA 
LA0020100606-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.035284,NA 
LA0020100607-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.254409,NA 
LA0020100607-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.230192,NA 
LA0020100607-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.307014,NA 
LA0020100607-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.290355,NA 
LA0020100607-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.234462,NA 
LA0020100608-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.464058,NA 
LA0020100608-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.3514,NA 
LA0020100608-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.161036,NA 
LA0020100608-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.153485,NA 
LA0020100608-073000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.43144,NA 
LA0020100609-053000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.385478,NA 
LA0020100609-060000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.189044,NA 
LA0020100609-063000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.305536,NA 
LA0020100609-070000.wav,22050,16,60,1,acoustic_evenness,10000,-,1000,0.39701,NA 
